Plasmid-ID	Host	Niche	Source	Length	Circular	Conj_type	Plasmidfinder_type	Copy_number	ARG_number	ARG_Type_Subtype	unique_type	unique_subtype	carrying_VF_num	Selection
2ndManhole-barcode50-contig_3	2ndManhole-barcode50	Human	Manhole	1144	N	mob_unconj		24.36759435	0		0	0	0	N
2ndManhole-barcode50-contig_4	2ndManhole-barcode50	Human	Manhole	1386	N	unmob		99.12091005	0		0	0	0	N
2ndManhole-barcode50-contig_6	2ndManhole-barcode50	Human	Manhole	95773	Y	unmob	IncFIB(K), IncFIA(HI1)	0.366971493	0		0	0	0	N
2ndManhole-barcode51-contig_1	2ndManhole-barcode51	Human	Manhole	9322	Y	mob_unconj		54.20284459	0		0	0	0	N
2ndManhole-barcode51-contig_3	2ndManhole-barcode51	Human	Manhole	119526	Y	unmob	IncY	0.275007703	0		0	0	0	N
2ndManhole-barcode51-contig_4	2ndManhole-barcode51	Human	Manhole	12358	Y	mob_unconj		1.220983606	0		0	0	0	N
2ndManhole-barcode54-contig_1	2ndManhole-barcode54	Human	Manhole	3968	Y	unmob	Col440I, Col440I	137.1259907	0		0	0	0	N
2ndManhole-barcode54-contig_3	2ndManhole-barcode54	Human	Manhole	73957	Y	unmob	IncY	0.30268395	0		0	0	0	N
2ndManhole-barcode54-contig_4	2ndManhole-barcode54	Human	Manhole	9157	Y	unmob		20.6576552	0		0	0	0	N
2ndManhole-barcode55-contig_2	2ndManhole-barcode55	Human	Manhole	2617	Y	unmob		117.2447638	0		0	0	0	N
2ndManhole-barcode56-contig_12	2ndManhole-barcode56	Human	Manhole	6217	N	unmob		1.203034745	0		0	0	0	N
2ndManhole-barcode56-contig_15	2ndManhole-barcode56	Human	Manhole	4004	N	unmob		0.340393034	0		0	0	0	N
2ndManhole-barcode56-contig_17	2ndManhole-barcode56	Human	Manhole	7069	N	unmob		0.574734443	0		0	0	0	N
2ndManhole-barcode56-contig_2	2ndManhole-barcode56	Human	Manhole	5501	N	unmob		80.31557933	0		0	0	0	N
2ndManhole-barcode56-contig_24	2ndManhole-barcode56	Human	Manhole	7312	N	unmob		0.731680693	0		0	0	0	N
2ndManhole-barcode56-contig_28	2ndManhole-barcode56	Human	Manhole	17726	N	unmob		1.016039407	0		0	0	11	N
2ndManhole-barcode56-contig_30	2ndManhole-barcode56	Human	Manhole	27213	N	unmob		0.269006307	0		0	0	0	N
2ndManhole-barcode56-contig_36	2ndManhole-barcode56	Human	Manhole	3247	N	unmob		0.642604111	0		0	0	0	N
2ndManhole-barcode56-contig_48	2ndManhole-barcode56	Human	Manhole	8488	N	unmob		0.783019506	0		0	0	0	N
2ndManhole-barcode56-contig_51	2ndManhole-barcode56	Human	Manhole	23431	N	unmob		0.861723427	0		0	0	0	N
2ndManhole-barcode56-contig_55	2ndManhole-barcode56	Human	Manhole	7694	Y	unmob		64.05170288	0		0	0	0	N
2ndManhole-barcode56-contig_9	2ndManhole-barcode56	Human	Manhole	1093	N	unmob		1.3727918	0		0	0	0	N
2ndManhole-barcode57-contig_1	2ndManhole-barcode57	Human	Manhole	8045	Y	unmob		109.2567303	0		0	0	0	N
2ndManhole-barcode57-contig_3	2ndManhole-barcode57	Human	Manhole	3988	Y	unmob	Col440I	126.9090202	0		0	0	0	N
2ndManhole-barcode57-contig_5	2ndManhole-barcode57	Human	Manhole	280887	Y	mob_unconj	IncHI1B(R27), IncHI1A	0.755739861	0		0	0	0	N
2ndManhole-barcode58-contig_2	2ndManhole-barcode58	Human	Manhole	101620	Y	Conj	IncFIB(AP001918), IncFII	0.758434767	9	aminoglycoside__APH(6)-Id, aminoglycoside__APH(3'')-Ib, beta_lactam__TEM-1, florfenicol__floR, quinolone__QnrS1, sulfonamide__sul2, tetracycline__tet(A), tetracycline__tet(A), trimethoprim__dfrA14	7	8	0	N
2ndManhole-barcode59-contig_2	2ndManhole-barcode59	Human	Manhole	125203	Y	mob_unconj	IncY	0.426745562	0		0	0	0	N
2ndManhole-barcode59-contig_4	2ndManhole-barcode59	Human	Manhole	119651	Y	Conj	IncFII	0.805151387	0		0	0	0	N
2ndManhole-barcode60-contig_2	2ndManhole-barcode60	Human	Manhole	186056	Y	unmob	IncFIB(K), IncFII, IncR	0.389105266	0		0	0	0	N
2ndManhole-barcode61-contig_1	2ndManhole-barcode61	Human	Manhole	317422	Y	mob_unconj	IncHI1B(R27), IncHI1A	0.936398815	0		0	0	0	N
2ndManhole-barcode64-contig_1	2ndManhole-barcode64	Human	Manhole	331206	Y	mob_unconj	IncHI1B(R27), IncHI1A	0.995848606	0		0	0	0	N
2ndManhole-barcode64-contig_3	2ndManhole-barcode64	Human	Manhole	4570	Y	unmob	Col440I	49.4587186	0		0	0	0	N
2ndManhole-barcode64-contig_4	2ndManhole-barcode64	Human	Manhole	16176	Y	unmob	IncFIB(K)	2.243098416	0		0	0	0	N
2ndManhole-barcode64-contig_5	2ndManhole-barcode64	Human	Manhole	24969	Y	unmob		30.64057998	0		0	0	0	N
2ndManhole-barcode66-contig_2	2ndManhole-barcode66	Human	Manhole	150366	Y	unmob	IncY	0.601819625	0		0	0	0	N
2ndManhole-barcode69-contig_2	2ndManhole-barcode69	Human	Manhole	94861	Y	unmob		0.30856386	0		0	0	0	N
2ndManhole-barcode71-contig_3	2ndManhole-barcode71	Human	Manhole	34113	N	unmob		14.54567004	0		0	0	0	N
2ndManhole-barcode71-contig_5	2ndManhole-barcode71	Human	Manhole	4867	Y	mob_unconj		108.7395106	0		0	0	0	N
2ndManhole-barcode72-contig_2	2ndManhole-barcode72	Human	Manhole	15596	N	mob_unconj		0.44433904	0		0	0	0	N
2ndManhole-barcode72-contig_3	2ndManhole-barcode72	Human	Manhole	43083	N	unmob	p0111, IncFIB(AP001918)	0.374691363	0		0	0	0	N
2ndManhole-barcode72-contig_4	2ndManhole-barcode72	Human	Manhole	40890	N	unmob		0.240133209	1	tetracycline__tet(A)	1	1	0	N
2ndManhole-barcode72-contig_5	2ndManhole-barcode72	Human	Manhole	7980	N	unmob		0.473090908	0		0	0	0	N
2ndManhole-barcode73-contig_2	2ndManhole-barcode73	Human	Manhole	117156	Y	mob_unconj	p0111	1.090494658	10	aminoglycoside__aadA, beta_lactam__TEM-95, beta_lactam__OXA-10, chloramphenicol__cmlA5, florfenicol__floR, quinolone__QnrS1, rifamycin__arr-2, tetracycline__tet(A), tetracycline__tet(A), trimethoprim__dfrA14	8	9	0	N
2ndManhole-barcode75-contig_2	2ndManhole-barcode75	Human	Manhole	31426	Y	unmob		1.969479235	0		0	0	0	N
2ndManhole-barcode75-contig_3	2ndManhole-barcode75	Human	Manhole	1353	N	unmob		1.946309027	0		0	0	0	N
2ndManhole-barcode76-contig_2	2ndManhole-barcode76	Human	Manhole	123192	Y	unmob	IncFIB(K)	1.311123077	0		0	0	2	N
2ndManhole-barcode78-contig_3	2ndManhole-barcode78	Human	Manhole	8892	Y	unmob		110.6768675	0		0	0	0	N
2ndManhole-barcode79-contig_2	2ndManhole-barcode79	Human	Manhole	88347	Y	unmob	IncY, IncY, IncFIB(K)	1.489627609	0		0	0	0	N
2ndManhole-barcode80-contig_6	2ndManhole-barcode80	Human	Manhole	174144	Y	mob_unconj	IncHI1B(R27), IncHI1A, IncFIA(HI1)	1.013997614	0		0	0	0	N
2ndManhole-barcode82-contig_2	2ndManhole-barcode82	Human	Manhole	12897	Y	mob_unconj		15.25006519	0		0	0	0	N
2ndManhole-barcode82-contig_3	2ndManhole-barcode82	Human	Manhole	130832	Y	unmob	IncFIB(AP001918), IncFIC(FII)	1.21299188	11	aminoglycoside__aadA5, aminoglycoside__APH(3'')-Ib, aminoglycoside__APH(6)-Id, beta_lactam__TEM-1, beta_lactam__CTX-M-65, fosfomycin__FosA3, macrolide-lincosamide-streptogramin__mph(A), sulfonamide__sul1, sulfonamide__sul2, tetracycline__tet(A), trimethoprim__dfrA17	7	11	5	N
2ndManhole-barcode83-contig_2	2ndManhole-barcode83	Human	Manhole	212309	Y	Conj	IncFIB(AP001918), IncFIC(FII)	1.442671984	6	beta_lactam__TEM-135, florfenicol__floR, quinolone__QnrS1, tetracycline__tet(A), tetracycline__tet(A), trimethoprim__dfrA14	5	5	11	N
2ndManhole-barcode84-contig_2	2ndManhole-barcode84	Human	Manhole	6122	Y	mob_unconj	Col156	7.780819565	0		0	0	0	N
2ndManhole-barcode84-contig_3	2ndManhole-barcode84	Human	Manhole	2699	Y	unmob	Col440I	49.70619113	1	quinolone__QnrB5	1	1	0	N
2ndManhole-barcode85-contig_1	2ndManhole-barcode85	Human	Manhole	6069	Y	mob_unconj	Col156	4.60076662	0		0	0	0	N
2ndManhole-barcode85-contig_3	2ndManhole-barcode85	Human	Manhole	2707	Y	unmob		40.94503605	1	quinolone__QnrB5	1	1	0	N
2ndManhole-barcode85-contig_4	2ndManhole-barcode85	Human	Manhole	91810	Y	unmob	IncFIB(K), IncFIA(HI1)	1.215790407	0		0	0	0	N
2ndManhole-barcode86-contig_8	2ndManhole-barcode86	Human	Manhole	212309	Y	Conj	IncFIB(AP001918), IncFIC(FII)	1.481459708	6	beta_lactam__TEM-135, florfenicol__floR, quinolone__QnrS1, tetracycline__tet(A), tetracycline__tet(A), trimethoprim__dfrA14	5	5	11	N
2ndManhole-barcode88-contig_6	2ndManhole-barcode88	Human	Manhole	212308	Y	Conj	IncFIB(AP001918), IncFIC(FII)	1.460649582	6	beta_lactam__TEM-135, florfenicol__floR, quinolone__QnrS1, tetracycline__tet(A), tetracycline__tet(A), trimethoprim__dfrA14	5	5	11	N
2ndManhole-barcode89-contig_19	2ndManhole-barcode89	Human	Manhole	2859	N	unmob		0.627158197	0		0	0	0	N
2ndManhole-barcode89-contig_22	2ndManhole-barcode89	Human	Manhole	3948	N	unmob		0.577990083	0		0	0	0	N
2ndManhole-barcode89-contig_23	2ndManhole-barcode89	Human	Manhole	64163	N	unmob		0.440723293	0		0	0	0	N
2ndManhole-barcode89-contig_24	2ndManhole-barcode89	Human	Manhole	22605	N	unmob		0.590746035	0		0	0	0	N
2ndManhole-barcode89-contig_25	2ndManhole-barcode89	Human	Manhole	10378	N	unmob		0.276002408	0		0	0	0	N
2ndManhole-barcode89-contig_26	2ndManhole-barcode89	Human	Manhole	13498	N	unmob		0.473800329	0		0	0	0	N
2ndManhole-barcode89-contig_27	2ndManhole-barcode89	Human	Manhole	23599	N	unmob		0.69382599	0		0	0	0	N
2ndManhole-barcode89-contig_31	2ndManhole-barcode89	Human	Manhole	12177	N	unmob		0.480318172	0		0	0	1	N
2ndManhole-barcode89-contig_39	2ndManhole-barcode89	Human	Manhole	20796	N	unmob		0.469871139	0		0	0	0	N
2ndManhole-barcode89-contig_41	2ndManhole-barcode89	Human	Manhole	4088	Y	unmob		11.00670541	0		0	0	0	N
2ndManhole-barcode89-contig_42	2ndManhole-barcode89	Human	Manhole	3466	Y	unmob		36.56869713	0		0	0	0	N
2ndManhole-barcode89-contig_43	2ndManhole-barcode89	Human	Manhole	29478	Y	unmob	IncX1, IncX1	2.017591723	0		0	0	9	N
2ndManhole-barcode91-contig_3	2ndManhole-barcode91	Human	Manhole	126711	Y	mob_unconj	IncY	1.538350216	0		0	0	0	N
2ndManhole-barcode92-contig_2	2ndManhole-barcode92	Human	Manhole	94509	N	unmob	IncFIB(K)	2.353864536	0		0	0	5	N
2ndManhole-barcode92-contig_3	2ndManhole-barcode92	Human	Manhole	3663	N	unmob		6.096211596	0		0	0	0	N
2ndManhole-barcode92-contig_8	2ndManhole-barcode92	Human	Manhole	267716	Y	mob_unconj	IncHI1B(R27), IncHI1A	1.362493364	0		0	0	0	N
2ndManhole-barcode95-contig_1	2ndManhole-barcode95	Human	Manhole	3995	Y	mob_unconj		47.01651722	0		0	0	0	N
2ndManhole-barcode95-contig_3	2ndManhole-barcode95	Human	Manhole	118892	Y	unmob	IncFIB(K), IncFII	1.192048775	0		0	0	0	N
2ndManhole-barcode95-contig_4	2ndManhole-barcode95	Human	Manhole	4076	Y	unmob		60.88403467	0		0	0	0	N
2ndManhole-barcode95-contig_5	2ndManhole-barcode95	Human	Manhole	108621	Y	unmob	IncY	1.172441136	0		0	0	0	N
ABCD-barcode38-contig_4	ABCD-barcode38	Human	WWTP-I	7441	Y	mob_unconj		33.49500483	0		0	0	0	Y
ABCD-barcode38-contig_5	ABCD-barcode38	Human	WWTP-I	65528	Y	unmob	IncFIB(AP001918), Col440I	28.3110989	6	aminoglycoside__APH(3'')-Ib, aminoglycoside__APH(6)-Id, aminoglycoside__AAC(3)-IId, beta_lactam__TEM-1, sulfonamide__sul2, tetracycline__tet(A)	4	6	2	Y
ABCD-barcode38-contig_6	ABCD-barcode38	Human	WWTP-I	96063	Y	unmob		1.283960042	0		0	0	0	Y
ABCD-barcode39-contig_2	ABCD-barcode39	Human	WWTP-I	88083	Y	Conj	IncI1	1.520775144	0		0	0	0	Y
ABCD-barcode39-contig_4	ABCD-barcode39	Human	WWTP-I	237232	Y	mob_unconj	IncHI2A, IncHI2	1.125089494	8	aminoglycoside__aadA23, aminoglycoside__APH(4)-Ia, aminoglycoside__APH(6)-Id, aminoglycoside__AAC(3)-IV, aminoglycoside__APH(3'')-Ib, aminoglycoside__APH(3')-Ia, beta_lactam__TEM-1, macrolide-lincosamide-streptogramin__linG	3	8	5	Y
ABCD-barcode39-contig_5	ABCD-barcode39	Human	WWTP-I	46568	Y	Conj	IncX1	1.594176005	6	aminoglycoside__APH(3')-Ia, beta_lactam__TEM-176, florfenicol__floR, quinolone__QnrS1, tetracycline__tet(A), trimethoprim__dfrA14	6	6	0	Y
ABCD-barcode40-contig_2	ABCD-barcode40	Human	WWTP-I	59183	Y	Conj	IncX1	1.416525779	9	aminoglycoside__APH(3')-Ia, aminoglycoside__aadA, beta_lactam__OXA-10, beta_lactam__CTX-M-55, chloramphenicol__cmlA5, quinolone__QnrS1, rifamycin__arr-2, tetracycline__tet(A), trimethoprim__dfrA14	7	9	0	Y
ABCD-barcode41-contig_2	ABCD-barcode41	Human	WWTP-I	123638	Y	mob_unconj	p0111, IncHI1B(CIT)	1.247276306	4	aminoglycoside__aadA5, sulfonamide__sul2, tetracycline__tet(A), trimethoprim__dfrA17	4	4	0	Y
ABCD-barcode41-contig_4	ABCD-barcode41	Human	WWTP-I	6863	Y	unmob		49.92034789	0		0	0	0	Y
ABCD-barcode41-contig_6	ABCD-barcode41	Human	WWTP-I	9087	Y	unmob		19.28011098	1	tetracycline__tet(A)	1	1	0	Y
ABCD-barcode41-contig_8	ABCD-barcode41	Human	WWTP-I	46279	Y	Conj	IncX1	2.258479329	6	aminoglycoside__aadA, aminoglycoside__APH(3')-Ia, beta_lactam__TEM-176, florfenicol__floR, macrolide-lincosamide-streptogramin__mef(B), sulfonamide__sul3	5	6	0	Y
ABCD-barcode43-contig_10	ABCD-barcode43	Human	WWTP-I	13325	N	unmob		1.923180397	0		0	0	0	Y
ABCD-barcode43-contig_11	ABCD-barcode43	Human	WWTP-I	42709	Y	Conj	IncX1	1.434803781	0		0	0	5	Y
ABCD-barcode43-contig_3	ABCD-barcode43	Human	WWTP-I	88647	N	mob_unconj	IncFIB(AP001918), IncFIC(FII)	2.241726051	11	aminoglycoside__aadA, aminoglycoside__aadA, aminoglycoside__APH(3')-Ia, beta_lactam__TEM-1, chloramphenicol__cmlA1, florfenicol__floR, macrolide-lincosamide-streptogramin__mef(B), sulfonamide__sul3, sulfonamide__sul2, tetracycline__tet(M), trimethoprim__dfrA12	8	10	0	Y
ABCD-barcode43-contig_4	ABCD-barcode43	Human	WWTP-I	47636	N	Conj		2.086306079	0		0	0	1	Y
ABCD-barcode43-contig_5	ABCD-barcode43	Human	WWTP-I	45149	N	unmob	IncFII(pHN7A8)	2.032737596	5	florfenicol__floR, macrolide-lincosamide-streptogramin__erm(B), macrolide-lincosamide-streptogramin__erm(C), macrolide-lincosamide-streptogramin__mph(A), tetracycline__tet(M)	3	5	0	Y
ABCD-barcode43-contig_7	ABCD-barcode43	Human	WWTP-I	10293	N	unmob		1.422293073	0		0	0	0	Y
ABCD-barcode43-contig_8	ABCD-barcode43	Human	WWTP-I	10178	N	unmob		0.884580438	0		0	0	1	Y
ABCD-barcode43-contig_9	ABCD-barcode43	Human	WWTP-I	5989	Y	unmob	Col440I	28.4877585	0		0	0	0	Y
ABCD-barcode61-contig_2	ABCD-barcode61	Human	WWTP-I	164977	Y	Conj	IncY, IncFIB(K), IncR	1.649132912	5	aminoglycoside__aadA, florfenicol__floR, macrolide-lincosamide-streptogramin__mph(A), sulfonamide__sul2, trimethoprim__dfrA12	5	5	0	Y
ABCD-barcode61-contig_3	ABCD-barcode61	Human	WWTP-I	53343	Y	Conj	IncX1	1.5767906	9	aminoglycoside__APH(3')-Ia, aminoglycoside__aadA, beta_lactam__CTX-M-55, beta_lactam__OXA-10, chloramphenicol__cmlA5, quinolone__QnrS1, rifamycin__arr-2, tetracycline__tet(A), trimethoprim__dfrA14	7	9	0	Y
ABCD-barcode61-contig_4	ABCD-barcode61	Human	WWTP-I	10891	Y	unmob		34.69655964	0		0	0	0	Y
ABCD-barcode62-contig_5	ABCD-barcode62	Human	WWTP-I	3595	N	unmob		10.6019851	2	beta_lactam__TEM-135, tetracycline__tet(A)	2	2	0	Y
ABCD-barcode62-contig_6	ABCD-barcode62	Human	WWTP-I	75331	Y	unmob	IncY	1.147153178	14	aminoglycoside__APH(3')-Ia, aminoglycoside__aadA, aminoglycoside__aadA, aminoglycoside__AAC(3)-IId, aminoglycoside__APH(6)-Id, aminoglycoside__APH(3'')-Ib, beta_lactam__TEM-1, florfenicol__floR, macrolide-lincosamide-streptogramin__mph(A), macrolide-lincosamide-streptogramin__mef(B), sulfonamide__sul1, sulfonamide__sul3, sulfonamide__sul2, trimethoprim__dfrA12	6	13	0	Y
ABCD-barcode63-contig_1	ABCD-barcode63	Human	WWTP-I	199433	Y	Conj	IncFIB(AP001918), IncFIC(FII), IncFIA	1.658009606	0		0	0	11	Y
ABCD-barcode63-contig_3	ABCD-barcode63	Human	WWTP-I	201478	Y	unmob	IncHI2A, IncN, IncHI2	0.877904519	12	aminoglycoside__APH(3')-Ia, aminoglycoside__AAC(3)-IId, beta_lactam__TEM-1, beta_lactam__LAP-2, beta_lactam__CTX-M-55, florfenicol__floR, macrolide-lincosamide-streptogramin__mef(B), quinolone__QnrS1, rifamycin__arr-2, sulfonamide__sul3, tetracycline__tet(A), trimethoprim__dfrA14	9	12	0	Y
ABCD-barcode63-contig_4	ABCD-barcode63	Human	WWTP-I	25288	Y	unmob		1.01252563	8	aminoglycoside__aadA16, aminoglycoside__AAC(6')-Ib-cr, aminoglycoside__AAC(3)-IId, beta_lactam__TEM-1, macrolide-lincosamide-streptogramin__mph(A), rifamycin__arr-3, sulfonamide__sul1, trimethoprim__dfrA27	6	8	0	Y
ABCD-barcode65-contig_2	ABCD-barcode65	Human	WWTP-I	164897	Y	Conj	IncY, IncFIB(K), IncR	1.622671623	5	aminoglycoside__aadA, florfenicol__floR, macrolide-lincosamide-streptogramin__mph(A), sulfonamide__sul2, trimethoprim__dfrA12	5	5	0	Y
ABCD-barcode65-contig_3	ABCD-barcode65	Human	WWTP-I	5629	Y	unmob		39.45253367	0		0	0	0	Y
ABCD-barcode65-contig_4	ABCD-barcode65	Human	WWTP-I	53340	Y	Conj	IncX1	1.719937187	9	aminoglycoside__aadA, aminoglycoside__APH(3')-Ia, beta_lactam__OXA-10, beta_lactam__CTX-M-55, chloramphenicol__cmlA5, quinolone__QnrS1, rifamycin__arr-2, tetracycline__tet(A), trimethoprim__dfrA14	7	9	0	Y
ABCD-barcode66-contig_2	ABCD-barcode66	Human	WWTP-I	27710	N	unmob		1.02522114	9	aminoglycoside__APH(6)-Id, aminoglycoside__APH(3'')-Ib, beta_lactam__CTX-M-55, beta_lactam__TEM-1, florfenicol__floR, fosfomycin__FosA3, macrolide-lincosamide-streptogramin__mph(A), sulfonamide__sul2, tetracycline__tet(A)	7	9	0	Y
ABCD-barcode66-contig_9	ABCD-barcode66	Human	WWTP-I	141490	N	Conj	IncFIB(AP001918), IncFII	1.66709111	4	aminoglycoside__APH(3')-Ia, aminoglycoside__AAC(3)-IId, beta_lactam__TEM-1, tetracycline__tet(A)	3	4	7	Y
ABCD-barcode69-contig_10	ABCD-barcode69	Human	WWTP-I	15100	N	mob_unconj		0.985597164	0		0	0	0	Y
ABCD-barcode69-contig_11	ABCD-barcode69	Human	WWTP-I	93392	Y	unmob	IncY	2.061899735	0		0	0	0	Y
ABCD-barcode69-contig_2	ABCD-barcode69	Human	WWTP-I	78508	Y	Conj	IncFII	1.388741219	4	aminoglycoside__aadA23, aminoglycoside__AAC(3)-VIa, florfenicol__floR, quinolone__QnrS1	3	4	0	Y
ABCD-barcode69-contig_4	ABCD-barcode69	Human	WWTP-I	3054	N	unmob		2.029431434	0		0	0	0	Y
ABCD-barcode69-contig_5	ABCD-barcode69	Human	WWTP-I	28932	Y	unmob		3.203482742	4	aminoglycoside__AAC(3)-IId, aminoglycoside__AAC(3)-IId, trimethoprim__dfrA17, trimethoprim__dfrA17	2	2	4	Y
ABCD-barcode69-contig_6	ABCD-barcode69	Human	WWTP-I	137127	Y	Conj	IncFIB(AP001918), IncFII	1.500758859	7	aminoglycoside__APH(6)-Id, aminoglycoside__APH(3'')-Ib, aminoglycoside__AAC(3)-IId, beta_lactam__TEM-1, sulfonamide__sul2, tetracycline__tet(A), trimethoprim__dfrA17	5	7	13	Y
ABCD-barcode69-contig_7	ABCD-barcode69	Human	WWTP-I	6649	Y	mob_unconj		1.620442325	0		0	0	0	Y
ABCD-barcode69-contig_8	ABCD-barcode69	Human	WWTP-I	14007	Y	mob_unconj		2.266072275	0		0	0	0	Y
ABCD-barcode70-contig_1	ABCD-barcode70	Human	WWTP-I	182017	Y	Conj	IncFIB(AP001918), IncFIA, IncFII, IncFII	1.642481336	13	aminoglycoside__aadA, aminoglycoside__aadA, aminoglycoside__APH(3')-IIa, beta_lactam__CTX-M-55, beta_lactam__TEM-1, chloramphenicol__cmlA1, florfenicol__floR, macrolide-lincosamide-streptogramin__mph(A), macrolide-lincosamide-streptogramin__mef(B), quinolone__QnrS1, sulfonamide__sul2, tetracycline__tet(M), trimethoprim__dfrA12	9	12	6	Y
ABCD-barcode70-contig_3	ABCD-barcode70	Human	WWTP-I	8985	Y	unmob		14.46423197	0		0	0	0	Y
ABCD-barcode70-contig_4	ABCD-barcode70	Human	WWTP-I	12929	Y	mob_unconj		6.830809585	0		0	0	0	Y
ABCD-barcode71-contig_1	ABCD-barcode71	Human	WWTP-I	31400	N	mob_unconj		1.714661759	0		0	0	0	Y
ABCD-barcode71-contig_11	ABCD-barcode71	Human	WWTP-I	45722	N	mob_unconj	IncFIB(AP001918), IncFII(pCoo)	1.608057801	0		0	0	0	Y
ABCD-barcode71-contig_12	ABCD-barcode71	Human	WWTP-I	22510	N	unmob		1.811119806	0		0	0	0	Y
ABCD-barcode71-contig_13	ABCD-barcode71	Human	WWTP-I	48046	N	unmob	IncFII(pHN7A8)	1.559089075	8	aminoglycoside__APH(3'')-Ib, aminoglycoside__APH(6)-Id, aminoglycoside__APH(3')-IIa, beta_lactam__TEM-1, beta_lactam__CTX-M-55, florfenicol__floR, sulfonamide__sul2, tetracycline__tet(A)	5	8	0	Y
ABCD-barcode71-contig_14	ABCD-barcode71	Human	WWTP-I	13073	Y	mob_unconj	Col156, Col156	2.89133257	0		0	0	0	Y
ABCD-barcode71-contig_3	ABCD-barcode71	Human	WWTP-I	9857	N	unmob		1.970660973	0		0	0	1	Y
ABCD-barcode71-contig_6	ABCD-barcode71	Human	WWTP-I	162248	N	mob_unconj	IncFIB(AP001918), IncFIC(FII), IncFIA	1.344939629	0		0	0	10	Y
ABCD-barcode72-contig_2	ABCD-barcode72	Human	WWTP-I	126266	Y	Conj	IncFIB(AP001918), IncFIC(FII)	1.414986666	6	aminoglycoside__aadA, aminoglycoside__APH(3')-Ia, beta_lactam__CTX-M-55, sulfonamide__sul3, tetracycline__tet(A), trimethoprim__dfrA14	5	6	5	Y
ABCD-barcode73-contig_4	ABCD-barcode73	Human	WWTP-I	5845	Y	mob_unconj		17.96624151	0		0	0	0	Y
ABCD-barcode73-contig_5	ABCD-barcode73	Human	WWTP-I	110674	Y	unmob	IncFIB(pLF82)	1.110664939	0		0	0	0	Y
ABCD-barcode73-contig_6	ABCD-barcode73	Human	WWTP-I	144284	Y	Conj	IncFIB(AP001918), IncFIA, IncFII, IncFII	1.32120926	11	aminoglycoside__aadA, aminoglycoside__APH(3')-Ia, aminoglycoside__aadA, beta_lactam__TEM-1, chloramphenicol__cmlA1, florfenicol__floR, macrolide-lincosamide-streptogramin__mef(B), sulfonamide__sul2, tetracycline__tet(M), tetracycline__tet(A), trimethoprim__dfrA12	8	10	5	Y
ABCD-barcode74-contig_4	ABCD-barcode74	Human	WWTP-I	110675	Y	unmob	IncFIB(pLF82)	1.078962215	0		0	0	0	Y
ABCD-barcode74-contig_6	ABCD-barcode74	Human	WWTP-I	144283	Y	Conj	IncFIB(AP001918), IncFIA, IncFII, IncFII	1.378569604	11	aminoglycoside__aadA, aminoglycoside__APH(3')-Ia, aminoglycoside__aadA, beta_lactam__TEM-1, chloramphenicol__cmlA1, florfenicol__floR, macrolide-lincosamide-streptogramin__mef(B), sulfonamide__sul2, tetracycline__tet(A), tetracycline__tet(M), trimethoprim__dfrA12	8	10	5	Y
ABCD-barcode74-contig_7	ABCD-barcode74	Human	WWTP-I	121928	Y	Conj	IncI1	1.372173972	2	aminoglycoside__AAC(3)-IId, trimethoprim__dfrA14	2	2	2	Y
ABCD-barcode76-contig_2	ABCD-barcode76	Human	WWTP-I	5885	Y	mob_unconj		29.13201466	0		0	0	0	Y
ABCD-barcode76-contig_3	ABCD-barcode76	Human	WWTP-I	110666	Y	unmob	IncFIB(pLF82)	1.155449967	0		0	0	0	Y
ABCD-barcode76-contig_4	ABCD-barcode76	Human	WWTP-I	144285	Y	Conj	IncFIB(AP001918), IncFIA, IncFII, IncFII	1.354633821	10	aminoglycoside__aadA, aminoglycoside__APH(3')-Ia, aminoglycoside__aadA, beta_lactam__TEM-1, chloramphenicol__cmlA1, florfenicol__floR, sulfonamide__sul2, tetracycline__tet(M), tetracycline__tet(A), trimethoprim__dfrA12	7	9	5	Y
ABCD-barcode77-contig_1	ABCD-barcode77	Human	WWTP-I	118350	Y	Conj	IncFIB(AP001918), IncFIC(FII)	1.196017194	7	aminoglycoside__APH(3'')-Ib, aminoglycoside__APH(6)-Id, beta_lactam__TEM-1, quinolone__QnrS1, sulfonamide__sul2, tetracycline__tet(A), trimethoprim__dfrA14	6	7	0	Y
ABCD-barcode77-contig_4	ABCD-barcode77	Human	WWTP-I	264434	Y	mob_unconj	IncHI2A, IncHI2	0.950992503	14	aminoglycoside__APH(3'')-Ib, aminoglycoside__AAC(3)-IId, aminoglycoside__APH(3')-Ia, aminoglycoside__APH(6)-Id, aminoglycoside__aadA23, beta_lactam__LAP-2, beta_lactam__CTX-M-55, beta_lactam__TEM-1, florfenicol__floR, macrolide-lincosamide-streptogramin__linG, macrolide-lincosamide-streptogramin__mef(B), sulfonamide__sul2, sulfonamide__sul3, tetracycline__tet(A)	6	14	0	Y
ABCD-barcode77-contig_5	ABCD-barcode77	Human	WWTP-I	99135	Y	Conj	IncI1	1.306504178	1	beta_lactam__CMY-2	1	1	0	Y
